7	NC_000067.7	NC_004354.4
12	NC_000067.7	NT_033777.3
36	NC_000067.7	NT_033778.4
53	NC_000067.7	NT_033779.5
4	NC_000067.7	NT_037436.4
2	NC_000068.8	NC_004354.4
9	NC_000068.8	NT_033777.3
6	NC_000068.8	NT_033778.4
7	NC_000068.8	NT_033779.5
1	NC_000068.8	NW_001844937.1
1	NC_000068.8	NW_001847280.1
2	NC_000068.8	NW_007931121.1
10	NC_000069.7	NC_004354.4
11	NC_000069.7	NT_033777.3
6	NC_000069.7	NT_033778.4
21	NC_000069.7	NT_033779.5
4	NC_000069.7	NT_037436.4
1	NC_000069.7	NW_001844937.1
1	NC_000070.7	NC_004354.4
4	NC_000070.7	NT_033777.3
6	NC_000070.7	NT_033779.5
1	NC_000070.7	NT_037436.4
3	NC_000071.7	NC_004354.4
5	NC_000071.7	NT_033777.3
1	NC_000071.7	NT_033778.4
5	NC_000071.7	NT_033779.5
1	NC_000071.7	NT_037436.4
3	NC_000072.7	NC_004354.4
3	NC_000072.7	NT_033777.3
1	NC_000072.7	NT_033779.5
7	NC_000072.7	NT_037436.4
9	NC_000073.7	NC_004354.4
14	NC_000073.7	NT_033777.3
3	NC_000073.7	NT_037436.4
2	NC_000074.7	NC_004354.4
14	NC_000074.7	NT_033777.3
19	NC_000074.7	NT_033778.4
26	NC_000074.7	NT_033779.5
3	NC_000074.7	NT_037436.4
9	NC_000075.7	NT_033777.3
2	NC_000075.7	NT_033778.4
1	NC_000075.7	NT_033779.5
1	NC_000075.7	NT_037436.4
1	NC_000075.7	NW_001845808.1
1	NC_000075.7	NW_001847097.1
2	NC_000075.7	NW_007931121.1
2	NC_000076.7	NC_004354.4
6	NC_000076.7	NT_033777.3
17	NC_000077.7	NC_004354.4
11	NC_000077.7	NT_033777.3
26	NC_000077.7	NT_033778.4
38	NC_000077.7	NT_033779.5
17	NC_000077.7	NT_037436.4
1	NC_000077.7	NW_001844974.1
1	NC_000077.7	NW_001845808.1
1	NC_000077.7	NW_001847097.1
1	NC_000077.7	NW_001847280.1
5	NC_000077.7	NW_007931121.1
1	NC_000078.7	NC_004354.4
5	NC_000078.7	NT_033777.3
9	NC_000078.7	NT_033778.4
5	NC_000078.7	NT_033779.5
5	NC_000079.7	NC_004354.4
21	NC_000079.7	NT_033777.3
58	NC_000079.7	NT_033778.4
17	NC_000079.7	NT_033779.5
4	NC_000079.7	NT_037436.4
1	NC_000079.7	NW_001844974.1
1	NC_000079.7	NW_001845900.1
1	NC_000079.7	NW_001847097.1
6	NC_000080.7	NC_004354.4
4	NC_000080.7	NT_037436.4
2	NC_000081.7	NC_004354.4
6	NC_000081.7	NT_033777.3
6	NC_000081.7	NT_033779.5
2	NC_000082.7	NC_004354.4
11	NC_000082.7	NT_033777.3
1	NC_000082.7	NT_037436.4
4	NC_000083.7	NC_004354.4
5	NC_000083.7	NT_033777.3
2	NC_000083.7	NT_033778.4
1	NC_000083.7	NT_033779.5
3	NC_000083.7	NT_037436.4
1	NC_000083.7	NW_001844954.1
2	NC_000084.7	NC_004354.4
6	NC_000084.7	NT_033777.3
1	NC_000084.7	NW_001844937.1
1	NC_000085.7	NC_004354.4
1	NC_000085.7	NT_033777.3
1	NC_000085.7	NT_033778.4
1	NC_000086.8	NC_004354.4
8	NC_000086.8	NT_033777.3
2	NC_000086.8	NT_033778.4
1	NC_000086.8	NT_033779.5
11	NT_166338.1	NT_033778.4
2	NT_166338.1	NT_037436.4
1	NW_023337853.1	NC_004354.4
